,type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
1208,mbdata,20140123194022,HomelandIlluminations,break news abila polic report shot fire gelato galor near citi park,,,
1209,mbdata,20140123194022,prettyRain,cop outsid think 's someth wrong,,,
1210,mbdata,20140123194022,roger_roger,told us stay down- re floor i 'm ok,,,
1211,mbdata,20140123194022,Simon_Hamaeth,i 'd swear heard gunshot @carlyscoffe,,,
1212,ccdata,20140123194022,,disturb nois,,,1615 N. Omirou St
1213,mbdata,20140123194029,protoGuy,go move i get better view,,,
1214,mbdata,20140123194029,megaMan,so van tri turn exit cop block van cop door open troubleatgelato,,,
1215,mbdata,20140123194029,HomelandIlluminations,moment ago shot fire corner ithaki alexandria,,,
1216,mbdata,20140123194029,NewsOnlineToday,abila polic report shot fire busi abila,,,
1217,mbdata,20140123194029,jsmith,omc happen citi fire shoot kidnap repent,,,
1218,mbdata,20140123194029,panopticon,hink somedbi got shot cnat tell exact,,,
1219,mbdata,20140123194029,SiaradSea,yike gunfir hide behind watermelon,,,
1220,mbdata,20140123194029,roger_roger,i 'm with?som peopl re hide behind counter,,,
1221,mbdata,20140123194041,truccotrucco,omg shoot shoot,36.059,24.856,
1222,mbdata,20140123194041,megaMan,shot move behind mailbox peek troubleatgelato,,,
1223,mbdata,20140123194041,AbilaPost,report gun fire gelatogalor apd scene abilapost,,,
1224,mbdata,20140123194041,SiaradSea,move freezer section better protect,,,
1225,mbdata,20140123194041,prettyRain,someon sai get floor pleas send help,,,
1226,mbdata,20140123194041,roger_roger,wth did ralli get?viol,,,
1227,mbdata,20140123194041,sofitees,think cop got shot down?n might dead,36.059,24.857,
1228,ccdata,20140123194041,,suspici occupi vehicl black van,,,3611 N. Berlau St
1229,mbdata,20140123194051,KronosQuoth,success peopl unsuccess peopl will dodon't wish easier wish better   pokral hi,,,
1230,mbdata,20140123194100,stolkfair,rt @kronosstar abila polic corner errat driver park lot near intersect alexandria ithaki shot fire kronosstar,,,
1231,mbdata,20140123194100,FriendsOfKronos,gunfir gelatogalor give ya one guess pok terrorist,,,
1232,mbdata,20140123194100,protoGuy,omg cop got hit 's blood everywher,,,
1233,mbdata,20140123194100,Sara_Nespola,somebodi shoot us,,,
1234,mbdata,20140123194100,megaMan,@ben bullet ca n't go thru mailbox thanks4noth,,,
1235,mbdata,20140123194100,CentralBulletin,report gun fire abila busi abila centralbulletin,,,
1236,mbdata,20140123194100,SiaradSea,i think cop got hit,,,
1237,mbdata,20140123194100,prettyRain,still 's lot polic 's go,,,
1238,mbdata,20140123194100,roger_roger,i hear siren chout outsid,,,
1239,ccdata,20140123194100,,suspici subject circumst in progress,,,3107 N. Alexandrias St
1240,mbdata,20140123194103,truccotrucco,happen r right front shoot,36.059,24.856,
1241,mbdata,20140123194107,FriendsOfKronos,abila come use peac citi pok start peac movement pok terror,,,
1242,mbdata,20140123194107,megaMan,black van face two cop car shot fire peopl undercov move control troubleatgelato,,,
1243,mbdata,20140123194107,yomamma,scare death i go go gelato i could right,,,
1244,mbdata,20140123194107,roger_roger,'s go,,,
1245,mbdata,20140123194107,Simon_Hamaeth,i think cop got shot right outsid carlyscoffe apd,,,
1246,ccdata,20140123194107,,traffic stop,,,2708 N. Polvo St
1247,mbdata,20140123194113,truccotrucco,never scare tabl gelatogalor ca nt see much cop light,36.059,24.856,
1248,mbdata,20140123194113,protoGuy,go get behind wall,,,
1249,mbdata,20140123194113,megaMan,@ben @georg ca n't see van yet one cop,,,
1250,mbdata,20140123194113,panopticon,nooooo cop got kill shooter still gelatogalor park lot,,,
1251,mbdata,20140123194113,roger_roger,guy peek window?- lot peopl outsid,,,
1252,mbdata,20140123194120,KronosQuoth,take one idea make one idea life think dream live idea   pokral hi,,,
1253,mbdata,20140123194120,KronosQuoth,success walk failur failur loss enthusiasm   pokral hi,,,
1254,mbdata,20140123194120,Clevvah4Evah,in edit alway add instead multipli pok ralli grammar,,,
1255,mbdata,20140123194120,KronosQuoth,noth world common unsuccess peopl talent   pokral hi,,,
1256,mbdata,20140123194122,protoGuy,hope cop n't dead,,,
1257,mbdata,20140123194122,megaMan,cop troubleatgelato,,,
1258,mbdata,20140123194122,SiaradSea,this crazi whi didt'n iwait toget later,,,
1259,mbdata,20140123194122,roger_roger,wtf say someon 's dead outsid,,,
1260,ccdata,20140123194122,,alarm secur no crime,,,5101 N. Carden St
1261,mbdata,20140123194129,sithLordJames,rt @homelandillumin moment ago shot fire corner ithaki alexandria,,,
1262,mbdata,20140123194129,megaMan,still ca n't tell keep head troubleatgelato,,,
1263,mbdata,20140123194129,roger_roger,someon tell cop re,,,
1264,ccdata,20140123194129,,suspici occupi vehicl black van,,,N. Oddisseos St / N. Antoniadou St
1265,mbdata,20140123194133,truccotrucco,nt stay ralli trap van right outsdi door,36.059,24.856,
1266,mbdata,20140123194133,dtrejos,sometth bad 's go downtown anyon detail,,,
1267,mbdata,20140123194133,protoGuy,cop van dude hide behind door like movi,,,
1268,mbdata,20140123194133,megaMan,van guy behind door cop troubleatgelato,,,
1269,mbdata,20140123194133,windAvatar,guess someon didhn't get good servid gelato galore-- overreact,,,
1270,mbdata,20140123194140,dolls4sale,rt @sofite wow crazi drive @gelatogalor somebodywantgelatobad,,,
1271,mbdata,20140123194141,jaques,rt @truccotrucco omg shoot shoot,,,
1272,mbdata,20140123194141,stolkfair,rt @abilapost report gun fire gelatogalor apd scene abilapost,,,
1273,mbdata,20140123194141,slamrjamr,rt @siaradsea move freezer section better protect,,,
1274,mbdata,20140123194142,megaMan,ca n't see other van troubleatgelato tag,,,
1275,mbdata,20140123194143,KronosQuoth,if want lift lift someon els   kronosstar pokral,,,
1276,mbdata,20140123194145,supplementsRule,ll laugh see pic hotchicks.kronos/pictur hot onfir,,,
1277,mbdata,20140123194145,truccotrucco,i see outsid know kill,36.059,24.856,
1278,mbdata,20140123194145,megaMan,n't think anyon ran didn'thav time polic pull tag,,,
1279,mbdata,20140123194145,AbilaPost,unconfirm report offic result gun fire gelatogalor park lot abilapost,,,
1280,mbdata,20140123194145,KronosStar,shot fire gelato galor polic offic kronosstar,,,
1281,mbdata,20140123194145,HomelandIlluminations,there flurri activ near gelato galor polic hold multipl gunman,,,
1282,mbdata,20140123194145,prettyRain,omgomgomg 'm scare -someon dead,,,
1283,mbdata,20140123194145,roger_roger,wth did stupid ralli get?viol,,,
1284,mbdata,20140123194148,truccotrucco,everyon hide guy reach grab food eat time like,36.059,24.856,
1285,mbdata,20140123194148,protoGuy,shot cop still ground n't anyon help,,,
1286,mbdata,20140123194148,megaMan,lot peopl took cover get behind someth folk tag,,,
1287,mbdata,20140123194148,CentralBulletin,report offic result gun fire abila busi gelatogalor abila centralbulletin,,,
1288,mbdata,20140123194148,HomelandIlluminations,wit report gunmen hostag,,,
1289,mbdata,20140123194148,Officia1AbilaPost,eight surpris fact gelatogalor empir snad.co.kronos/38cnik34,,,
1290,mbdata,20140123194148,Simon_Hamaeth,i hope someon know re trap helpus apd,,,
1291,ccdata,20140123194148,,subject stop,,,3277 N. Agentes St
1292,mbdata,20140123194157,FriendsOfKronos,cop shot gelatogalor pok terrorist knew matter time pok terror,,,
1293,mbdata,20140123194157,megaMan,@ben report shown sure,,,
1294,mbdata,20140123194157,NewsOnlineToday,wit report polic hold multipl gunmen abila,,,
1295,ccdata,20140123194157,,fire medic need offic down,,,N. Alexandrias St / N. Ithakis St
1296,mbdata,20140123194200,phantomagate,rt @kronosstar abila polic corner errat driver park lot near intersect alexandria ithaki shot fire kronosstar,,,
1297,mbdata,20140123194200,vetsRock,rt @kronosstar abila polic corner errat driver park lot near intersect alexandria ithaki shot fire kronosstar,,,
1298,mbdata,20140123194200,vetsRock,rt @siaradsea real life action movi go outsid most excit milk run ever,,,
1299,mbdata,20140123194203,truccotrucco,omg abila post say cop got shot happen,36.059,24.856,
1300,mbdata,20140123194203,FriendsOfKronos,cop kill pok terorist violenc stop pok terror,,,
1301,mbdata,20140123194203,megaMan,still take peek stayingbehindmymailbox tag,,,
1302,mbdata,20140123194203,NewsOnlineToday,wit report gunmen hostag abila,,,
1303,mbdata,20140123194211,kingWilly,just left coffe store omg could pray peopl still,,,
1304,mbdata,20140123194211,protoGuy,lot peopl store know danger,,,
1305,mbdata,20140123194211,megaMan,lot peopl trap insid gelato idiot stand go get shot tag,,,
1306,mbdata,20140123194211,hempRules,everyon stay indoor 's someon shoot peopl gelato galor   do n't go outsid,,,
1307,mbdata,20140123194211,KronosQuoth,rememb one make feel inferior without consent   kronosstar pokral,,,
1308,mbdata,20140123194211,KronosQuoth,life nt get give   kronosstar pokral,,,
1309,mbdata,20140123194211,KronosQuoth,a person never made mistak never tri anyth new   kronosstar pokral,,,
1310,mbdata,20140123194211,Clevvah4Evah,the ralli peak interest pok ralli grammar,,,
1311,mbdata,20140123194214,truccotrucco,stupid guy stand look window want get shot,36.059,24.856,
1312,mbdata,20140123194214,megaMan,light gelato park lot hard see clear tag,,,
1313,ccdata,20140123194214,,suspici occupi vehicl black van,,,1492 N. Lumen St
1314,mbdata,20140123194222,lordWally,rt @homelandillumin break news abila polic report shot fire gelato galor near citi park,,,
1315,mbdata,20140123194222,soup4u,rt @homelandillumin break news abila polic report shot fire gelato galor near citi park,,,
1316,mbdata,20140123194222,blueSunshine,rt @homelandillumin break news abila polic report shot fire gelato galor near citi park,,,
1317,mbdata,20140123194222,truccotrucco,sit pls,36.059,24.856,
1318,mbdata,20140123194222,megaMan,headlight car focus tag,,,
1319,mbdata,20140123194222,InternationalNews,break news abila shot fire gelato galor polic offic intnew,,,
1320,ccdata,20140123194222,,check on hazard,,,6007 N. Artakis St
1321,mbdata,20140123194228,truccotrucco,nt heard shot pls shoot,36.059,24.856,
1322,mbdata,20140123194228,unicorns,omg standoff i left town everyth goe pot,,,
1323,mbdata,20140123194228,protoGuy,shoot wait someon make move,,,
1324,mbdata,20140123194228,KronosStar,govern offici tell peopl pleas stay away crime scene kronosstar,,,
1325,ccdata,20140123194228,,fire medic need ambul dispatch,,,N. Alexandrias St / N. Ithakis St
1326,mbdata,20140123194229,sarajane,rt @homelandillumin moment ago shot fire corner ithaki alexandria,,,
1327,mbdata,20140123194229,brandonL,rt @siaradsea yike gunfir hide behind watermelon,,,
1328,mbdata,20140123194234,Clevvah4Evah,i would like return complement pok ralli grammar,,,
1329,mbdata,20140123194234,KronosQuoth,you may succeed desir succeed may fail mind fail   pokral hi,,,
1330,mbdata,20140123194241,jgrobannne,rt @roger_rog wth did ralli get?viol,,,
1331,mbdata,20140123194245,rnbwBrite,rt @abilapost unconfirm report offic result gun fire gelatogalor park lot abilapost,,,
1332,mbdata,20140123194245,electricAvenue,rt @abilapost unconfirm report offic result gun fire gelatogalor park lot abilapost,,,
1333,mbdata,20140123194245,phantomagate,rt @kronosstar shot fire gelato galor polic offic kronosstar,,,
1334,mbdata,20140123194257,teresaJ,rt @newsonlinetoday wit report polic hold multipl gunmen abila,,,
1335,mbdata,20140123194300,klingon4real,rt @kronosstar abila polic corner errat driver park lot near intersect alexandria ithaki shot fire kronosstar,,,
1336,mbdata,20140123194300,dolls4sale,rt @kronosstar abila polic corner errat driver park lot near intersect alexandria ithaki shot fire kronosstar,,,
1337,mbdata,20140123194300,rrWine,rt @protoguy omg dude black van shoot cop   bullet everywher,,,
1338,mbdata,20140123194300,lordWally,rt @sofite cops?r right behind think gunshot crazi,,,
1339,mbdata,20140123194300,blueSunshine,rt @megaman @ben bullet ca n't go thru mailbox thanks4noth,,,
1340,mbdata,20140123194300,brain448,rt @centralbulletin report gun fire abila busi abila centralbulletin,,,
1341,mbdata,20140123194300,ourcountryourrights,good music good messag viktor e pok park pok,,,
1342,mbdata,20140123194300,FriendsOfKronos,stay away gelatogalor terrorist shoot cop pok terror,,,
1343,mbdata,20140123194300,Sara_Nespola,i thinkth cop got hurt,,,
1344,mbdata,20140123194300,megaMan,i think shoot done tag,,,
1345,mbdata,20140123194300,HomelandIlluminations,report hostag standoff corner ithaki alexandria,,,
1346,mbdata,20140123194300,soulofShi,wow most excit town seen   go gg check who 's,,,
1347,mbdata,20140123194300,SiaradSea,kepe movig typinghard,,,
1348,mbdata,20140123194300,roger_roger,guy think make break 's chekc back room,,,
1349,mbdata,20140123194300,Clevvah4Evah,i want job 80 mental 30 fiscal pok ralli grammar,,,
1350,mbdata,20140123194303,microBanana,rt @newsonlinetoday wit report gunmen hostag abila,,,
1351,mbdata,20140123194311,rrWine,rt @protoguy lot peopl store know danger,,,
1352,mbdata,20140123194311,truccotrucco,shoot cop maniac,36.059,24.856,
1353,mbdata,20140123194311,megaMan,hear lot siren background mani might think tag,,,
1354,mbdata,20140123194311,HomelandIlluminations,apd one unit site,,,
1355,mbdata,20140123194311,NewsOnlineToday,report hostag standoff abila,,,
1356,ccdata,20140123194311,,suspici occupi vehicl black van,,,1066 N. Lumen St
1357,mbdata,20140123194322,lordWally,rt @homelandillumin break news abila polic report shot fire gelato galor near citi park,,,
1358,mbdata,20140123194322,henri,rt @homelandillumin break news abila polic report shot fire gelato galor near citi park,,,
1359,mbdata,20140123194322,courage4life,rt @megaman cop troubleatgelato,,,
1360,mbdata,20140123194322,Sara_Nespola,cop n't move,,,
1361,mbdata,20140123194322,megaMan,newspap peopl wander around go get shot tag,,,
1362,mbdata,20140123194322,AbilaPost,apd offic shot driver black van abilapost,,,
1363,mbdata,20140123194322,Officia1AbilaPost,three kill polic action pok ralli smad.co.kronos/239nk89,,,
1364,mbdata,20140123194322,panopticon,omg cop got shot still nt move ca nt belivef happeningn,,,
1365,mbdata,20140123194322,prettyRain,someon go tri get 'm scare,,,
1366,mbdata,20140123194328,KronosQuoth,tri becom person success rather tri becom person valu   pokral hi,,,
1367,mbdata,20140123194328,KronosQuoth,to success must accept challeng come way you ca n't accept one like   pokral hi,,,
1368,mbdata,20140123194328,KronosQuoth,if wind serv take oar   kronosstar pokral,,,
1369,mbdata,20140123194328,Clevvah4Evah,my boss made 360 last decis pok ralli grammar,,,
1370,mbdata,20140123194329,ninjabob,rt @homelandillumin moment ago shot fire corner ithaki alexandria,,,
1371,mbdata,20140123194329,dolls4sale,rt @homelandillumin moment ago shot fire corner ithaki alexandria,,,
1372,mbdata,20140123194329,henri,rt @homelandillumin moment ago shot fire corner ithaki alexandria,,,
1373,mbdata,20140123194329,brain448,rt @homelandillumin moment ago shot fire corner ithaki alexandria,,,
1374,mbdata,20140123194333,BlueVelvet,rt @truccotrucco nt stay ralli trap van right outsdi door,,,
1375,mbdata,20140123194333,rrWine,rt @protoguy cop van dude hide behind door like movi,,,
1376,mbdata,20140123194337,pumpitup,click link nobodi get hurt /linkcity.krono,,,
1377,mbdata,20140123194337,brontes_riff,they'r knock on door,,,
1378,mbdata,20140123194337,megaMan,more siren peopl run street away gelato i 'm stick tag,,,
1379,mbdata,20140123194337,AbilaPost,apd ambul dispatch gelatogalor shoot abilapost,,,
1380,mbdata,20140123194337,KronosStar,offici ask public patient apd resolv issu kronosstar,,,
1381,mbdata,20140123194337,sofitees,somani cop ca nt beleiv happen want coffe,36.059,24.857,
1382,ccdata,20140123194337,,dire emerg polic need offic down send addit unit,,,N. Alexandrias St / N. Ithakis St
1383,mbdata,20140123194339,truccotrucco,hear siren think get view outsid shoot,36.059,24.856,
1384,mbdata,20140123194339,HomelandIlluminations,ambul arriv scene standoff,,,
1385,ccdata,20140123194339,,disturb nois,,,1979 N. Arkadou St
1386,mbdata,20140123194340,gardener4958,rt @redisrad scari look apd say evacu,,,
1387,mbdata,20140123194341,sarajane,rt @sofite think cop got shot down?n might dead,,,
1388,mbdata,20140123194345,zengardener,rt @abilapost unconfirm report offic result gun fire gelatogalor park lot abilapost,,,
1389,mbdata,20140123194345,microBanana,rt @abilapost unconfirm report offic result gun fire gelatogalor park lot abilapost,,,
1390,mbdata,20140123194345,sarajane,rt @kronosstar shot fire gelato galor polic offic kronosstar,,,
1391,mbdata,20140123194346,rockStar113,polic told us stay away area,,,
1392,mbdata,20140123194346,megaMan,more polic ambul   good luck get tag,,,
1393,mbdata,20140123194346,AbilaPoliceDepartment,wound offic evacu,,,
1394,mbdata,20140123194346,dtrejos,sound like one amblanc standoff fire,,,
1395,mbdata,20140123194346,Simon_Hamaeth,ambul cop- wonder ll okay pray,,,
1396,mbdata,20140123194348,courage4life,rt @centralbulletin report offic result gun fire abila busi gelatogalor abila centralbulletin,,,
1397,mbdata,20140123194348,siliconKing,rt @simon_hamaeth i hope someon know re trap helpus apd,,,
1398,mbdata,20140123194357,wiseWords,rt @megaman @ben report shown sure,,,
1399,mbdata,20140123194357,klingon4real,rt @newsonlinetoday wit report polic hold multipl gunmen abila,,,
1400,mbdata,20140123194357,FriendsOfKronos,ambul sway gleatogalor shoot polic offic shot pok,,,
1401,mbdata,20140123194357,protoGuy,i wonder van dude look like want kill cop,,,
1402,mbdata,20140123194357,megaMan,@ben it cop not sure status,,,
1403,mbdata,20140123194357,CentralBulletin,offic shot ambul dispatch gelatogalor shoot abila centralbulletin,,,
1404,mbdata,20140123194359,KronosQuoth,go confid direct dream   live life imagin   kronosstar pokral,,,
1405,mbdata,20140123194400,dolls4sale,rt @kronosstar abila polic corner errat driver park lot near intersect alexandria ithaki shot fire kronosstar,,,
1406,mbdata,20140123194400,lindyT,rt @kronosstar abila polic corner errat driver park lot near intersect alexandria ithaki shot fire kronosstar,,,
1407,mbdata,20140123194400,electricAvenue,rt @panopticon somebodi shoot across street gelatogalor went octavio ink cartridg,,,
1408,mbdata,20140123194400,brain448,rt @sara_nespola somebodi shoot us,,,
1409,mbdata,20140123194400,teresaJ,rt @siaradsea kepe movig typinghard,,,
1410,mbdata,20140123194400,michelleR,may creator bless soul gunmen lost mind,,,
1411,mbdata,20140123194400,megaMan,@ben sorri hard report everyth yr behind mailbox tag,,,
1412,mbdata,20140123194400,praise111,prayer injur polic offic famili,,,
1413,mbdata,20140123194400,HomelandIlluminations,wit report gunfir corner ithaki alexandria,,,
1414,mbdata,20140123194400,roger_roger,i ve got ta get i ca n't believ happen,,,
1415,ccdata,20140123194400,,alarm secur no crime,,,5501 Anrop St
1416,mbdata,20140123194403,sarajane,rt @friendsofkrono cop kill pok terorist violenc stop pok terror,,,
1417,mbdata,20140123194403,phantomagate,rt @newsonlinetoday wit report gunmen hostag abila,,,
1418,mbdata,20140123194403,blueSunshine,rt @newsonlinetoday wit report gunmen hostag abila,,,
1419,mbdata,20140123194407,zengardener,rt @megaman black van face two cop car shot fire peopl undercov move control troubleatgelato,,,
1420,mbdata,20140123194411,megaMan,cop buddi run ambul tag,,,
1421,mbdata,20140123194411,HomelandIlluminations,apb report apd unit en rout,,,
1422,mbdata,20140123194411,NewsOnlineToday,wit report gunfir abila,,,
1423,mbdata,20140123194411,prettyRain,i think i hear polic outside- someon tell re,,,
1424,ccdata,20140123194411,,polic unit dispatch,,,N. Alexandrias St / N. Ithakis St
1425,mbdata,20140123194422,blueSunshine,rt @homelandillumin break news abila polic report shot fire gelato galor near citi park,,,
1426,mbdata,20140123194422,joyce101,rt @homelandillumin break news abila polic report shot fire gelato galor near citi park,,,
1427,mbdata,20140123194422,farmboy,rt @prettyrain cop outsid think 's someth wrong,,,
1428,mbdata,20140123194423,truccotrucco,look like 3 cop car black van two peopl front van shoot,36.059,24.856,
1429,mbdata,20140123194423,hempRules,gelato galor owe tethi businessman,,,
1430,mbdata,20140123194423,megaMan,more polic start arriv   tag,,,
1431,mbdata,20140123194423,creatorRocks,courag stronger bullet,,,
1432,mbdata,20140123194426,KronosQuoth,the mean life find gift the purpos life give away   pokral hi,,,
1433,mbdata,20140123194426,KronosQuoth,if dream achiev   kronosstar pokral,,,
1434,mbdata,20140123194426,KronosQuoth,littl mind tame subdu misfortun great mind rise   pokral hi,,,
1435,mbdata,20140123194427,praise111,hang,,,
1436,mbdata,20140123194428,slamrjamr,rt @kronosstar govern offici tell peopl pleas stay away crime scene kronosstar,,,
1437,mbdata,20140123194428,megaMan,wonder van guy get nervous gon na give tag,,,
1438,mbdata,20140123194428,mountain478,bummer a gelato sound good right guess i ll beer instead,,,
1439,ccdata,20140123194428,,dire emerg swat team dispatch,,,N. Alexandrias St / N. Ithakis St
1440,mbdata,20140123194429,wireHead1122,rt @protoguy go move i get better view,,,
1441,mbdata,20140123194429,lordWally,rt @homelandillumin moment ago shot fire corner ithaki alexandria,,,
1442,mbdata,20140123194429,sarajane,rt @roger_rog i 'm with?som peopl re hide behind counter,,,
1443,ccdata,20140123194429,,suspici occupi vehicl black van,,,N. Ithakis St / N. Dentro St
1444,mbdata,20140123194438,truccotrucco,put head back shoot,36.059,24.856,
1445,mbdata,20140123194438,hermanM,get real bullet kick ars,,,
1446,mbdata,20140123194440,ernieO,what heck go today crazi,,,
1447,mbdata,20140123194440,megaMan,polic start move still ca n't see anyon van probabl empti tag,,,
1448,mbdata,20140123194440,AbilaPost,polic evacu corner around alexandira ithaki public safeti,,,
1449,mbdata,20140123194441,zengardener,rt @abilapost report gun fire gelatogalor apd scene abilapost,,,
1450,mbdata,20140123194441,megaMan,cop tell go back street   tag,,,
1451,mbdata,20140123194441,CentralBulletin,polic evacu area shoot abila centralbulletin,,,
1452,mbdata,20140123194445,ninjabob,rt @megaman n't think anyon ran didn'thav time polic pull tag,,,
1453,mbdata,20140123194445,sithLordJames,rt @kronosstar shot fire gelato galor polic offic kronosstar,,,
1454,mbdata,20140123194446,electricAvenue,rt @simon_hamaeth ambul cop- wonder ll okay pray,,,
1455,mbdata,20140123194451,megaMan,behind telephon pole tag stillonit,,,
1456,ccdata,20140123194451,,incomplet call for polic,,,
1457,mbdata,20140123194451,KronosQuoth,in order succeed desir success greater fear failur   kronosstar pokral,,,
1458,mbdata,20140123194451,KronosQuoth,do n't afraid give good go great   pokral hi,,,
1459,mbdata,20140123194457,teresaJ,rt @newsonlinetoday wit report polic hold multipl gunmen abila,,,
1460,mbdata,20140123194457,sithLordJames,rt @newsonlinetoday wit report polic hold multipl gunmen abila,,,
1461,mbdata,20140123194457,rrWine,rt @megaman @ben it cop not sure status,,,
1462,mbdata,20140123194500,siliconKing,rt @roger_rog guy think make break 's chekc back room,,,
1463,mbdata,20140123194500,KronosStar,addit polic arriv assist build evacu kronosstar dancingdolphinfir,,,
1464,mbdata,20140123194500,HomelandIlluminations,evacu expand includ build hi,,,
1465,mbdata,20140123194500,dangermice,lot displac peopl wonder go tonight,36.059,24.894,
1466,mbdata,20140123194500,redisrad,butwhere2,,,
1467,mbdata,20140123194500,hempRules,jax got call go help abilafir bravesthusbandev abilasfinest,,,
1468,mbdata,20140123194500,footfingers,imagin krono without corpor pollut act make happen pok,36.054,24.902,
1469,mbdata,20140123194500,FriendsOfKronos,polic someth evacu public around alexandria ithaki,,,
1470,mbdata,20140123194500,michelleR,friend thank creator n't kill,,,
1471,mbdata,20140123194500,protoGuy,van dude wave gun shout cop   he 's crazi,,,
1472,mbdata,20140123194500,KronosStar,apd evacu area ask public refrain gawk   kronosstar,,,
1473,mbdata,20140123194500,AbilaPoliceDepartment,an offic wound cours duti he good condit more updat later apd,,,
1474,mbdata,20140123194500,panopticon,guy scream cop wave gun arentt shoot shot cop,,,
1475,mbdata,20140123194503,wiseWords,rt @truccotrucco omg abila post say cop got shot happen,,,
1476,mbdata,20140123194503,klingon4real,rt @megaman still take peek stayingbehindmymailbox tag,,,
1477,mbdata,20140123194503,vonneka,rt @newsonlinetoday wit report gunmen hostag abila,,,
1478,mbdata,20140123194507,henri,rt @roger_rog 's go,,,
1479,mbdata,20140123194511,jaques,rt @homelandillumin apd one unit site,,,
1480,mbdata,20140123194511,soup4u,rt @homelandillumin apb report apd unit en rout,,,
1481,mbdata,20140123194511,truccotrucco,think trap gelatogalor shoot,36.059,24.856,
1482,mbdata,20140123194511,brontes_riff,oh guess 's neighbor,,,
1483,mbdata,20140123194511,Officia1AbilaPost,gastech presid sanjorg among world 's wealthiest   smad.co.kronos/9njpp39,,,
1484,mbdata,20140123194511,SiaradSea,shooter nut,,,
1485,ccdata,20140123194511,,misdemeanor assault in progress,,,N. Arkadou St / N. Sirrakou St
1486,mbdata,20140123194513,stolkfair,rt @megaman @ben @georg ca n't see van yet one cop,,,
1487,mbdata,20140123194513,KronosQuoth,life 10 happen 90 i react   kronosstar pokral,,,
1488,mbdata,20140123194522,wiseWords,rt @protoguy hope cop n't dead,,,
1489,mbdata,20140123194522,plasticParts,rt @megaman headlight car focus tag,,,
1490,mbdata,20140123194522,grlPwrz505,did get arrest get lawyer kline.kronos/signup pokral,,,
1491,mbdata,20140123194522,ernieO,let us support victim may attack know kill solut,,,
1492,mbdata,20140123194522,brontes_riff,cop everywher,,,
1493,mbdata,20140123194522,Sara_Nespola,guy van gun n't seem stabl,,,
1494,mbdata,20140123194522,michelleR,thank apd afd brave servic abilasfinest,,,
1495,mbdata,20140123194522,BoraVerissimo,trap groceri guess wo n't starv,,,
1496,mbdata,20140123194523,siliconKing,rt @hemprul gelato galor owe tethi businessman,,,
1497,mbdata,20140123194528,rrWine,rt @kronosstar govern offici tell peopl pleas stay away crime scene kronosstar,,,
1498,mbdata,20140123194528,BlueVelvet,rt @kronosstar govern offici tell peopl pleas stay away crime scene kronosstar,,,
1499,mbdata,20140123194528,luvMyPants,rt @kronosstar govern offici tell peopl pleas stay away crime scene kronosstar,,,
1500,mbdata,20140123194537,wiseWords,rt @kronosstar offici ask public patient apd resolv issu kronosstar,,,
1501,mbdata,20140123194540,phantomagate,rt @megaman polic start move still ca n't see anyon van probabl empti tag,,,
1502,mbdata,20140123194542,KronosQuoth,the mean life find gift the purpos life give away   pokral hi,,,
1503,mbdata,20140123194542,KronosQuoth,we easili forgiv child afraid dark real tragedi life men afraid light   kronosstar pokral,,,
1504,mbdata,20140123194542,Clevvah4Evah,i would like return complement pok ralli grammar,,,
1505,mbdata,20140123194545,jgrobannne,rt @abilapost unconfirm report offic result gun fire gelatogalor park lot abilapost,,,
1506,mbdata,20140123194545,pinky,rt @abilapost unconfirm report offic result gun fire gelatogalor park lot abilapost,,,
1507,mbdata,20140123194545,sithLordJames,rt @kronosstar shot fire gelato galor polic offic kronosstar,,,
1508,mbdata,20140123194545,vonneka,rt @kronosstar shot fire gelato galor polic offic kronosstar,,,
1509,mbdata,20140123194545,sithLordJames,rt @prettyrain omgomgomg 'm scare -someon dead,,,
1510,mbdata,20140123194545,microBanana,rt @roger_rog wth did stupid ralli get?viol,,,
1511,mbdata,20140123194546,BlueVelvet,rt @megaman more polic ambul   good luck get tag,,,
1512,mbdata,20140123194547,AbilaPost,addit apd unit arriv scen shoot gelatogalor abilapost,,,
1513,mbdata,20140123194548,klingon4real,rt @centralbulletin report offic result gun fire abila busi gelatogalor abila centralbulletin,,,
1514,mbdata,20140123194557,gardener4958,rt @centralbulletin offic shot ambul dispatch gelatogalor shoot abila centralbulletin,,,
1515,mbdata,20140123194600,blueSunshine,rt @kronosstar apd evacu area ask public refrain gawk   kronosstar,,,
1516,mbdata,20140123194600,plasticParts,rt @kronosstar apd evacu area ask public refrain gawk   kronosstar,,,
1517,mbdata,20140123194600,jaques,rt @kronosstar apd evacu area ask public refrain gawk   kronosstar,,,
1518,mbdata,20140123194600,InternationalNews,continu evacu n abila danc dolphin fire abila intnew,,,
1519,mbdata,20140123194600,anaregents,cop leav becuz much love apdfail?#pokrul,,,
1520,mbdata,20140123194600,truccotrucco,cop arriv someon saw shoot,36.059,24.856,
1521,mbdata,20140123194600,yomamma,omg i live 10 minut food store,,,
1522,mbdata,20140123194600,protoGuy,realiz cop shot lot bullet n't hit van dude,,,
1523,mbdata,20140123194600,HomelandIlluminations,addit apd unit site hostag scene,,,
1524,mbdata,20140123194600,roger_roger,guy came back say look back door saw black van guy gun,,,
